unique_items,total_purchase_quantity,total_return_quantity,net_quantity,uniq_departments,departments_with_returns
22,23,0,23,7,0
37,40,0,40,12,0
21,21,0,21,10,0
26,26,0,26,12,0
20,22,0,22,8,0
32,43,0,43,12,0
38,43,0,43,14,0
21,22,0,22,8,0
28,30,0,30,11,0
16,20,0,20,8,0
15,21,0,21,4,0
37,43,0,43,11,0
22,22,0,22,9,0
21,24,1,23,5,1
22,23,0,23,11,0
25,30,0,30,9,0
18,24,0,24,14,0
14,21,0,21,6,0
45,46,0,46,13,0
18,18,0,18,7,0
24,33,1,32,10,1
20,20,0,20,9,0
11,13,1,12,10,1
20,26,3,23,8,1
24,25,0,25,7,0
34,36,0,36,10,0
16,19,0,19,9,0
53,57,0,57,13,0
27,29,0,29,10,0
24,27,0,27,10,0
22,24,0,24,12,0
34,35,1,34,10,1
26,32,0,32,6,0
28,36,1,35,11,1
19,22,0,22,7,0
28,32,0,32,9,0
24,28,0,28,10,0
38,39,0,39,13,0
23,34,0,34,8,0
51,60,0,60,16,0
24,26,0,26,7,0
36,41,0,41,11,0
22,24,0,24,10,0
19,22,0,22,8,0
20,24,1,23,9,1
17,21,0,21,8,0
24,30,0,30,9,0
10,16,0,16,5,0
15,18,0,18,8,0
19,19,0,19,7,0
16,28,3,25,7,1
22,25,0,25,5,0
23,32,2,30,4,1
25,27,0,27,13,0
23,24,0,24,6,0
16,42,0,42,5,0
41,54,0,54,10,0
36,37,0,37,9,0
20,22,0,22,9,0
42,45,0,45,9,0
23,25,0,25,8,0
12,15,0,15,5,0
41,45,0,45,9,0
30,40,0,40,12,0
59,99,0,99,11,0
20,21,0,21,8,0
21,26,0,26,6,0
40,44,0,44,12,0
31,38,0,38,8,0
47,53,0,53,11,0
19,23,0,23,7,0
52,65,3,62,11,3
21,21,0,21,7,0
30,32,0,32,12,0
38,41,0,41,14,0
80,87,0,87,20,0
20,21,0,21,11,0
26,28,0,28,12,0
23,24,0,24,8,0
15,30,0,30,7,0
26,35,0,35,7,0
41,62,0,62,8,0
29,33,0,33,9,0
71,96,0,96,14,0
22,22,0,22,12,0
39,48,0,48,12,0
19,21,0,21,7,0
49,63,0,63,17,0
11,23,0,23,6,0
28,39,0,39,9,0
32,36,0,36,11,0
47,51,0,51,13,0
59,72,0,72,14,0
17,22,0,22,7,0
29,33,1,32,10,1
29,38,0,38,8,0
23,30,0,30,10,0
37,41,0,41,11,0
19,20,0,20,6,0
55,69,1,68,10,1
22,22,0,22,6,0
22,25,0,25,5,0
22,27,0,27,6,0
19,25,0,25,9,0
29,31,0,31,9,0
31,38,0,38,10,0
32,37,1,36,12,1
22,25,0,25,10,0
24,31,0,31,9,0
14,25,0,25,4,0
20,29,0,29,5,0
23,27,0,27,9,0
19,25,2,23,11,1
15,21,1,20,9,1
19,24,0,24,8,0
27,45,1,44,9,1
21,26,0,26,7,0
35,36,0,36,14,0
13,21,0,21,5,0
25,25,0,25,7,0
14,28,0,28,6,0
29,34,0,34,7,0
23,26,0,26,10,0
40,53,0,53,14,0
30,31,0,31,11,0
60,70,1,69,15,1
20,20,0,20,8,0
30,33,1,32,11,1
24,37,0,37,6,0
26,29,0,29,11,0
16,25,0,25,8,0
18,22,0,22,6,0
29,38,1,37,6,1
38,43,1,42,10,1
23,43,0,43,10,0
32,35,0,35,8,0
20,22,0,22,9,0
23,25,0,25,12,0
20,24,0,24,10,0
29,34,1,33,11,1
37,46,0,46,13,0
23,33,0,33,8,0
17,21,0,21,9,0
20,28,0,28,7,0
25,25,0,25,11,0
41,43,1,42,13,1
20,22,0,22,10,0
46,52,1,51,11,1
41,48,0,48,17,0
31,33,0,33,12,0
39,47,0,47,13,0
37,42,0,42,13,0
25,41,0,41,9,0
39,39,0,39,10,0
16,22,0,22,6,0
49,57,0,57,11,0
19,21,0,21,12,0
24,27,1,26,7,1
16,26,0,26,6,0
20,24,0,24,6,0
42,50,0,50,14,0
53,70,0,70,13,0
59,62,0,62,13,0
27,28,0,28,10,0
24,25,0,25,6,0
22,23,0,23,9,0
40,43,3,40,17,2
51,63,0,63,14,0
37,39,0,39,12,0
17,20,0,20,8,0
30,31,0,31,10,0
17,18,0,18,10,0
25,27,0,27,8,0
31,35,0,35,13,0
26,30,0,30,15,0
26,33,0,33,13,0
25,37,0,37,10,0
60,67,0,67,13,0
50,61,0,61,11,0
29,36,0,36,8,0
19,21,1,20,6,1
7,10,0,10,6,0
24,35,1,34,9,1
24,28,0,28,9,0
19,20,0,20,9,0
64,80,2,78,12,1
21,22,0,22,8,0
22,26,0,26,7,0
32,34,0,34,12,0
19,23,0,23,10,0
47,57,0,57,11,0
41,46,0,46,11,0
27,27,0,27,10,0
49,55,0,55,17,0
22,29,0,29,10,0
19,23,0,23,10,0
14,16,0,16,10,0
22,29,1,28,10,1
27,31,0,31,8,0
15,22,0,22,7,0
22,22,0,22,10,0
33,38,0,38,11,0
21,24,0,24,5,0
66,78,0,78,19,0
22,24,0,24,11,0
21,30,0,30,11,0
35,55,0,55,7,0
33,36,0,36,14,0
18,21,0,21,7,0
23,29,0,29,9,0
42,49,0,49,16,0
24,29,1,28,8,1
26,27,1,26,10,1
62,70,0,70,14,0
19,23,0,23,5,0
24,27,0,27,11,0
34,35,1,34,14,1
20,21,0,21,7,0
41,57,2,55,14,1
26,29,0,29,14,0
31,34,0,34,11,0
29,33,0,33,11,0
21,36,0,36,10,0
29,30,0,30,10,0
20,21,0,21,8,0
64,66,0,66,16,0
17,22,2,20,8,1
18,19,1,18,12,1
21,24,0,24,9,0
28,31,0,31,12,0
13,20,0,20,6,0
22,25,0,25,10,0
24,26,0,26,9,0
26,34,0,34,7,0
31,35,0,35,14,0
24,25,0,25,11,0
23,32,0,32,8,0
36,37,1,36,15,1
34,37,0,37,15,0
17,25,0,25,7,0
18,24,0,24,8,0
26,28,0,28,11,0
47,55,7,48,13,3
43,51,0,51,13,0
21,23,0,23,9,0
25,26,0,26,10,0
22,24,0,24,13,0
31,35,0,35,12,0
40,48,0,48,11,0
53,64,0,64,16,0
19,20,0,20,9,0
39,46,2,44,13,1
2,4,0,4,2,0
31,40,1,39,12,1
74,74,0,74,17,0
18,19,1,18,9,1
24,25,0,25,4,0
32,34,0,34,10,0
58,67,0,67,15,0
28,30,0,30,10,0
23,25,0,25,10,0
23,24,0,24,9,0
24,29,0,29,7,0
41,42,0,42,14,0
43,46,0,46,14,0
18,24,1,23,8,1
19,22,0,22,12,0
26,30,0,30,11,0
21,26,0,26,7,0
37,48,0,48,12,0
59,84,0,84,11,0
20,22,0,22,7,0
53,78,0,78,11,0
16,24,0,24,8,0
30,31,0,31,12,0
39,60,0,60,12,0
35,38,0,38,9,0
18,23,0,23,10,0
20,23,0,23,13,0
20,33,0,33,6,0
50,61,0,61,13,0
15,20,0,20,8,0
29,38,0,38,13,0
24,25,0,25,10,0
49,63,0,63,13,0
19,20,0,20,6,0
19,20,0,20,6,0
18,20,0,20,9,0
30,32,0,32,11,0
24,27,1,26,8,1
21,23,0,23,6,0
38,39,0,39,12,0
31,32,0,32,10,0
18,20,0,20,12,0
17,23,0,23,6,0
29,32,0,32,10,0
17,26,0,26,6,0
44,50,0,50,14,0
36,49,0,49,6,0
26,33,0,33,13,0
23,28,1,27,9,1
25,30,0,30,10,0
15,24,0,24,5,0
40,49,1,48,12,1
23,24,0,24,11,0
7,7,0,7,7,0
19,23,0,23,10,0
25,32,0,32,9,0
37,44,0,44,14,0
17,20,0,20,7,0
38,43,0,43,13,0
20,29,1,28,7,1
22,25,0,25,7,0
10,17,0,17,4,0
32,36,0,36,11,0
28,34,0,34,11,0
38,41,0,41,9,0
36,46,1,45,10,1
20,27,0,27,6,0
38,43,1,42,10,1
21,27,0,27,9,0
39,43,0,43,13,0
31,31,0,31,9,0
48,53,1,52,14,1
19,25,0,25,8,0
9,10,0,10,2,0
17,27,0,27,7,0
25,27,3,24,12,1
29,30,0,30,11,0
18,23,0,23,9,0
20,22,0,22,11,0
25,29,0,29,10,0
34,39,0,39,16,0
22,26,0,26,9,0
23,26,0,26,9,0
35,39,0,39,14,0
33,44,0,44,9,0
31,32,0,32,9,0
22,28,3,25,8,1
27,32,0,32,8,0
23,30,0,30,8,0
17,20,0,20,7,0
26,35,0,35,11,0
28,30,0,30,13,0
26,34,0,34,10,0
55,79,0,79,9,0
33,34,0,34,9,0
18,20,0,20,9,0
17,20,0,20,8,0
32,50,1,49,11,1
15,19,0,19,8,0
22,24,0,24,9,0
35,48,1,47,12,1
24,39,1,38,8,1
42,55,0,55,14,0
39,42,1,41,14,1
24,25,0,25,8,0
21,21,0,21,8,0
26,32,2,30,14,2
16,22,0,22,8,0
23,36,0,36,5,0
20,26,1,25,7,1
20,24,0,24,10,0
41,49,0,49,12,0
18,22,0,22,9,0
22,29,0,29,9,0
18,25,0,25,7,0
21,34,0,34,6,0
16,20,0,20,6,0
26,30,0,30,10,0
45,46,0,46,17,0
11,26,0,26,5,0
14,17,0,17,10,0
33,33,0,33,15,0
20,25,0,25,7,0
33,48,0,48,10,0
23,27,1,26,9,1
51,56,1,55,16,1
23,27,0,27,7,0
19,22,0,22,8,0
21,31,0,31,6,0
45,67,0,67,14,0
18,23,0,23,10,0
29,45,1,44,10,1
62,68,0,68,18,0
24,24,0,24,13,0
19,25,0,25,10,0
28,32,0,32,12,0
19,21,0,21,11,0
44,54,1,53,12,1
46,61,0,61,9,0
28,29,0,29,9,0
46,50,0,50,11,0
37,41,0,41,11,0
49,50,0,50,16,0
21,27,0,27,7,0
32,37,0,37,14,0
60,78,0,78,13,0
12,20,0,20,7,0
25,29,0,29,10,0
53,54,0,54,18,0
27,33,1,32,11,1
40,47,0,47,12,0
52,67,0,67,16,0
48,58,1,57,15,1
24,34,0,34,9,0
16,21,0,21,11,0
22,24,0,24,9,0
33,35,0,35,13,0
57,62,0,62,13,0
20,26,0,26,4,0
21,27,0,27,8,0
19,23,0,23,9,0
28,30,0,30,15,0
26,29,0,29,11,0
15,20,0,20,10,0
19,20,0,20,11,0
34,67,0,67,9,0
35,74,0,74,7,0
33,35,0,35,11,0
20,26,2,24,7,1
33,38,0,38,10,0
35,37,0,37,9,0
14,24,0,24,6,0
20,25,1,24,8,1
52,65,0,65,15,0
27,33,0,33,5,0
31,33,0,33,8,0
13,21,0,21,4,0
27,33,0,33,8,0
16,18,0,18,7,0
52,55,0,55,10,0
23,30,0,30,11,0
25,26,0,26,10,0
19,20,0,20,10,0
18,25,0,25,5,0
48,51,0,51,11,0
28,32,0,32,10,0
33,46,0,46,8,0
19,26,0,26,9,0
22,23,0,23,8,0
21,22,0,22,9,0
20,20,0,20,10,0
41,48,0,48,10,0
19,24,0,24,7,0
33,37,0,37,15,0
22,23,1,22,14,1
15,16,0,16,8,0
13,21,0,21,7,0
52,66,0,66,10,0
25,28,0,28,9,0
26,32,1,31,7,1
56,61,1,60,10,1
22,24,0,24,6,0
17,18,0,18,7,0
21,22,0,22,7,0
18,20,0,20,8,0
48,53,1,52,8,1
27,41,1,40,9,1
28,29,0,29,13,0
20,21,0,21,8,0
18,27,7,20,7,1
48,53,2,51,10,1
37,38,0,38,11,0
25,26,0,26,12,0
22,24,0,24,9,0
20,23,0,23,14,0
17,25,0,25,8,0
32,39,0,39,8,0
20,31,0,31,8,0
37,39,0,39,8,0
18,22,0,22,6,0
22,22,0,22,11,0
20,25,0,25,8,0
33,41,0,41,14,0
18,22,0,22,12,0
11,18,0,18,6,0
57,66,0,66,18,0
24,25,0,25,6,0
44,45,0,45,14,0
24,29,0,29,9,0
38,39,1,38,13,1
23,24,0,24,11,0
14,21,1,20,6,1
18,20,0,20,8,0
36,39,0,39,16,0
40,45,0,45,10,0
25,32,0,32,8,0
65,67,0,67,16,0
25,37,0,37,10,0
28,32,0,32,10,0
27,29,0,29,10,0
20,25,0,25,6,0
23,23,0,23,8,0
22,24,1,23,9,1
30,42,0,42,9,0
27,28,0,28,12,0
48,58,0,58,11,0
21,21,0,21,11,0
22,23,0,23,6,0
16,38,0,38,4,0
26,33,0,33,8,0
47,53,2,51,10,1
27,38,1,37,12,1
24,27,0,27,10,0
16,20,0,20,8,0
20,22,0,22,6,0
43,52,0,52,14,0
22,25,1,24,11,1
24,26,0,26,9,0
31,31,0,31,14,0
23,38,0,38,10,0
36,47,0,47,16,0
17,25,0,25,4,0
32,38,1,37,14,1
22,28,1,27,8,1
20,22,0,22,8,0
23,25,0,25,9,0
26,28,1,27,10,1
17,23,0,23,10,0
28,32,0,32,9,0
22,28,0,28,9,0
36,48,0,48,11,0
35,38,0,38,11,0
45,65,1,64,14,1
24,32,0,32,11,0
30,40,0,40,11,0
55,60,0,60,14,0
43,67,0,67,17,0
13,21,0,21,7,0
16,24,0,24,6,0
65,68,0,68,13,0
15,26,0,26,7,0
26,42,1,41,9,1
12,22,0,22,7,0
26,31,0,31,10,0
30,31,0,31,12,0
36,44,1,43,8,1
38,39,0,39,10,0
29,31,0,31,12,0
25,29,1,28,7,1
20,24,0,24,7,0
25,26,0,26,7,0
18,22,0,22,11,0
23,25,0,25,10,0
20,21,0,21,8,0
62,76,0,76,10,0
14,22,0,22,5,0
17,24,0,24,4,0
78,88,1,87,14,1
13,20,0,20,7,0
24,30,0,30,9,0
38,47,3,44,13,1
19,23,0,23,7,0
14,23,0,23,6,0
49,59,0,59,12,0
29,33,0,33,9,0
13,19,0,19,5,0
13,27,0,27,5,0
37,44,2,42,12,1
22,24,0,24,9,0
44,52,0,52,10,0
11,25,0,25,3,0
32,37,0,37,10,0
14,29,0,29,10,0
17,22,0,22,4,0
32,41,0,41,11,0
11,11,0,11,8,0
15,27,0,27,7,0
11,23,0,23,6,0
25,53,0,53,4,0
18,20,0,20,6,0
19,23,1,22,8,1
29,34,1,33,12,1
36,37,0,37,9,0
25,29,0,29,11,0
21,30,0,30,12,0
53,57,0,57,10,0
17,25,0,25,10,0
57,70,0,70,16,0
45,48,0,48,8,0
31,39,0,39,10,0
42,44,0,44,14,0
23,24,1,23,10,1
22,22,0,22,9,0
23,24,0,24,12,0
12,20,0,20,7,0
15,23,0,23,6,0
11,14,0,14,7,0
7,13,0,13,3,0
13,23,0,23,9,0
21,24,0,24,7,0
23,32,0,32,12,0
13,31,0,31,6,0
18,20,0,20,9,0
18,21,0,21,7,0
40,40,0,40,9,0
24,27,0,27,9,0
20,26,0,26,8,0
34,37,1,36,11,1
17,24,0,24,7,0
51,59,0,59,9,0
32,34,0,34,13,0
55,63,0,63,11,0
30,38,0,38,9,0
26,30,0,30,9,0
20,22,0,22,7,0
70,79,0,79,14,0
27,32,0,32,8,0
20,24,0,24,9,0
27,29,0,29,16,0
27,32,0,32,12,0
17,29,3,26,11,1
20,23,0,23,12,0
27,32,0,32,10,0
33,36,1,35,14,1
24,33,0,33,9,0
26,30,0,30,10,0
20,22,0,22,6,0
32,40,0,40,11,0
18,25,0,25,5,0
22,23,0,23,4,0
24,32,0,32,9,0
28,33,0,33,12,0
17,20,0,20,9,0
39,39,0,39,8,0
45,58,0,58,13,0
45,48,0,48,14,0
23,35,0,35,11,0
33,38,1,37,13,1
26,30,0,30,9,0
16,20,0,20,9,0
15,18,0,18,8,0
30,34,0,34,9,0
32,44,0,44,11,0
46,74,1,73,10,1
24,43,0,43,4,0
27,30,0,30,13,0
16,23,0,23,8,0
43,55,0,55,15,0
22,24,0,24,5,0
56,70,0,70,5,0
22,23,0,23,11,0
55,64,0,64,12,0
30,30,0,30,11,0
20,22,0,22,8,0
21,25,1,24,11,1
19,21,0,21,7,0
16,23,0,23,9,0
19,21,0,21,7,0
21,22,0,22,8,0
21,21,0,21,12,0
25,25,0,25,11,0
17,18,0,18,6,0
16,26,0,26,6,0
21,22,0,22,12,0
23,27,2,25,7,1
22,28,1,27,9,1
16,20,0,20,8,0
18,25,0,25,7,0
18,22,0,22,8,0
21,21,0,21,8,0
18,22,0,22,8,0
18,20,0,20,12,0
29,29,1,28,10,1
29,31,0,31,12,0
21,22,0,22,11,0
16,21,0,21,9,0
19,21,0,21,10,0
20,22,0,22,11,0
22,30,0,30,7,0
21,28,0,28,8,0
52,69,0,69,13,0
22,28,0,28,6,0
29,36,2,34,10,1
21,26,0,26,8,0
43,51,0,51,11,0
23,26,0,26,13,0
34,44,0,44,11,0
29,33,0,33,11,0
14,24,0,24,8,0
17,21,0,21,6,0
22,22,0,22,4,0
24,30,0,30,13,0
18,20,0,20,7,0
58,64,0,64,20,0
18,19,0,19,8,0
30,33,1,32,8,1
19,25,0,25,8,0
13,20,0,20,8,0
17,24,0,24,6,0
22,24,0,24,7,0
25,28,0,28,10,0
32,36,0,36,11,0
49,51,0,51,11,0
17,20,0,20,6,0
28,36,0,36,9,0
38,38,0,38,13,0
72,95,0,95,10,0
28,30,0,30,8,0
19,27,1,26,8,1
18,25,0,25,9,0
18,28,0,28,5,0
29,32,0,32,11,0
55,65,2,63,15,2
15,29,0,29,6,0
19,20,0,20,7,0
18,30,0,30,7,0
18,26,0,26,4,0
54,62,0,62,16,0
15,18,0,18,8,0
8,10,0,10,6,0
19,20,0,20,8,0
34,39,0,39,17,0
20,28,0,28,9,0
33,36,0,36,10,0
30,37,2,35,12,1
17,26,0,26,9,0
20,22,0,22,10,0
35,35,0,35,14,0
60,79,1,78,10,1
21,24,0,24,9,0
21,25,0,25,8,0
36,43,0,43,9,0
44,55,0,55,12,0
19,23,0,23,7,0
14,21,0,21,8,0
19,23,0,23,7,0
4,5,0,5,3,0
59,60,0,60,17,0
27,28,0,28,11,0
36,41,1,40,13,1
61,68,0,68,14,0
56,69,1,68,21,1
21,25,0,25,12,0
24,24,0,24,11,0
28,42,0,42,9,0
35,40,1,39,11,1
36,41,0,41,12,0
23,23,0,23,10,0
19,19,0,19,10,0
37,41,0,41,9,0
29,32,0,32,14,0
15,26,0,26,3,0
18,26,1,25,5,1
14,20,0,20,5,0
16,20,0,20,5,0
15,22,0,22,7,0
19,22,1,21,9,1
16,27,0,27,5,0
26,28,0,28,8,0
20,22,1,21,8,1
19,21,0,21,10,0
17,20,0,20,8,0
21,27,1,26,8,1
19,24,0,24,9,0
28,28,0,28,8,0
18,23,0,23,8,0
26,28,1,27,8,1
29,31,0,31,13,0
55,66,2,64,15,2
28,31,0,31,7,0
20,24,0,24,11,0
20,22,0,22,8,0
23,25,1,24,10,1
15,21,0,21,6,0
17,20,0,20,11,0
47,55,0,55,11,0
28,31,0,31,12,0
26,32,0,32,8,0
28,33,0,33,9,0
18,20,0,20,9,0
48,56,0,56,12,0
20,26,0,26,12,0
22,23,0,23,11,0
20,23,1,22,10,1
18,20,0,20,10,0
35,53,0,53,9,0
9,9,0,9,5,0
14,23,1,22,7,1
19,21,1,20,6,1
20,22,0,22,10,0
14,14,0,14,7,0
19,28,0,28,9,0
14,23,0,23,4,0
15,22,0,22,7,0
53,57,1,56,11,1
31,31,0,31,11,0
32,35,0,35,11,0
25,29,0,29,6,0
17,26,0,26,11,0
26,30,0,30,9,0
32,44,0,44,13,0
31,34,0,34,10,0
31,35,0,35,10,0
27,28,0,28,10,0
21,23,0,23,13,0
39,45,0,45,17,0
28,41,0,41,10,0
18,20,0,20,9,0
38,42,0,42,13,0
16,20,0,20,4,0
22,27,0,27,8,0
30,39,0,39,7,0
20,27,0,27,10,0
26,33,2,31,11,1
14,20,0,20,9,0
19,24,0,24,8,0
48,60,0,60,11,0
18,25,0,25,9,0
34,37,0,37,8,0
27,40,0,40,8,0
27,28,0,28,10,0
25,28,0,28,10,0
23,28,0,28,10,0
32,34,0,34,10,0
32,33,1,32,13,1
20,21,0,21,10,0
13,16,0,16,7,0
28,31,0,31,12,0
23,32,0,32,13,0
22,24,0,24,11,0
24,28,0,28,12,0
18,21,0,21,8,0
48,49,0,49,13,0
17,22,0,22,11,0
21,21,0,21,11,0
41,50,0,50,11,0
38,45,3,42,9,1
28,32,0,32,13,0
23,75,0,75,3,0
23,25,0,25,6,0
20,20,0,20,8,0
84,114,1,113,14,1
19,20,0,20,12,0
26,36,1,35,10,1
31,33,1,32,10,1
21,23,1,22,9,1
19,21,1,20,8,1
14,43,0,43,6,0
30,33,0,33,12,0
19,22,0,22,7,0
20,21,0,21,9,0
17,22,0,22,8,0
17,23,0,23,8,0
21,29,0,29,7,0
31,36,0,36,8,0
18,18,0,18,10,0
16,21,0,21,10,0
13,21,0,21,7,0
20,24,0,24,12,0
15,21,0,21,6,0
28,37,0,37,9,0
22,25,0,25,9,0
22,31,0,31,10,0
29,32,2,30,9,1
38,43,0,43,10,0
35,40,0,40,11,0
50,55,0,55,13,0
55,81,0,81,6,0
26,26,0,26,13,0
16,20,0,20,8,0
47,58,0,58,12,0
23,30,1,29,7,1
43,46,0,46,12,0
22,23,1,22,14,1
24,25,0,25,8,0
51,53,1,52,12,1
16,22,0,22,6,0
19,21,0,21,8,0
33,34,0,34,12,0
15,22,0,22,10,0
15,25,0,25,6,0
30,34,0,34,9,0
29,36,0,36,13,0
16,23,0,23,8,0
19,31,1,30,5,1
28,37,0,37,11,0
25,27,0,27,12,0
17,30,0,30,7,0
16,21,0,21,6,0
22,30,0,30,10,0
20,24,0,24,7,0
31,52,1,51,8,1
36,41,0,41,10,0
25,33,0,33,7,0
23,26,0,26,10,0
33,37,0,37,11,0
77,84,0,84,14,0
73,91,0,91,14,0
25,39,0,39,8,0
45,47,0,47,7,0
59,78,0,78,14,0
24,26,1,25,9,1
24,24,0,24,8,0
21,26,0,26,7,0
66,108,2,106,15,2
75,125,1,124,8,1
20,20,0,20,9,0
16,21,0,21,6,0
48,48,0,48,14,0
20,25,0,25,12,0
21,24,0,24,11,0
25,35,1,34,10,1
28,30,0,30,12,0
34,67,0,67,8,0
10,21,0,21,6,0
45,47,0,47,10,0
28,34,1,33,12,1
38,46,0,46,10,0
40,62,0,62,12,0
19,24,0,24,9,0
17,23,0,23,7,0
31,35,0,35,8,0
44,62,1,61,13,1
19,31,0,31,6,0
18,20,0,20,10,0
24,30,0,30,13,0
21,23,0,23,9,0
20,21,0,21,7,0
16,29,1,28,5,1
22,22,0,22,9,0
14,24,0,24,9,0
11,13,0,13,7,0
20,24,1,23,8,1
31,37,0,37,12,0
28,32,0,32,12,0
53,64,0,64,10,0
31,35,0,35,10,0
44,62,0,62,15,0
24,25,0,25,12,0
17,27,0,27,10,0
15,22,0,22,6,0
13,17,0,17,6,0
25,28,1,27,12,1
27,27,0,27,8,0
25,25,0,25,9,0
24,48,1,47,9,1
37,43,0,43,12,0
41,53,0,53,10,0
16,21,0,21,7,0
8,9,0,9,3,0
22,25,0,25,8,0
65,89,1,88,14,1
23,28,0,28,7,0
29,32,0,32,7,0
39,51,0,51,13,0
47,51,0,51,11,0
25,30,1,29,14,1
34,37,0,37,15,0
14,22,0,22,8,0
15,18,0,18,7,0
29,31,1,30,11,1
11,20,0,20,5,0
33,37,0,37,11,0
23,23,0,23,10,0
18,22,0,22,9,0
29,34,0,34,10,0
31,37,1,36,12,1
21,23,0,23,10,0
21,23,0,23,4,0
18,22,0,22,7,0
31,35,0,35,13,0
25,27,0,27,9,0
27,41,5,36,10,2
20,23,1,22,8,1
15,21,0,21,7,0
39,40,1,39,12,1
19,23,0,23,6,0
44,61,0,61,14,0
25,30,0,30,11,0
33,52,0,52,11,0
26,27,0,27,10,0
29,31,0,31,15,0
38,48,0,48,8,0
17,22,0,22,11,0
30,38,1,37,10,1
16,26,0,26,8,0
12,23,0,23,7,0
30,31,0,31,10,0
6,28,0,28,3,0
36,56,0,56,11,0
25,26,0,26,9,0
20,24,0,24,6,0
21,22,2,20,10,1
37,49,1,48,13,1
25,26,0,26,8,0
42,60,3,57,12,2
33,39,0,39,9,0
16,26,0,26,7,0
31,32,0,32,13,0
13,26,0,26,6,0
50,53,0,53,14,0
22,28,0,28,11,0
16,20,0,20,5,0
23,24,0,24,9,0
14,20,0,20,4,0
25,31,2,29,14,2
19,21,0,21,10,0
21,26,0,26,7,0
3,3,0,3,2,0
3,3,0,3,2,0
3,3,0,3,2,0
1,1,0,1,1,0
2,2,0,2,2,0
1,1,0,1,1,0
2,3,0,3,2,0
2,3,0,3,2,0
2,3,0,3,2,0
1,1,0,1,1,0
4,4,0,4,4,0
2,2,0,2,1,0
1,1,0,1,1,0
1,1,0,1,1,0
2,2,0,2,2,0
1,1,0,1,1,0
1,2,0,2,1,0
2,2,0,2,1,0
1,1,0,1,1,0
1,1,0,1,1,0
1,1,0,1,1,0
2,2,0,2,2,0
1,1,0,1,1,0
1,1,0,1,1,0
1,1,0,1,1,0
2,2,0,2,2,0
1,1,0,1,1,0
1,1,0,1,1,0
2,2,0,2,1,0
2,2,0,2,1,0
2,2,0,2,2,0
3,3,0,3,2,0
2,2,0,2,2,0
1,1,0,1,1,0
3,4,1,3,2,1
1,2,0,2,1,0
2,2,0,2,1,0
3,3,0,3,2,0
3,3,0,3,1,0
2,2,0,2,1,0
3,3,0,3,1,0
1,1,0,1,1,0
2,2,0,2,2,0
1,1,0,1,1,0
2,2,0,2,2,0
3,3,0,3,3,0
2,3,0,3,2,0
4,4,0,4,1,0
1,1,0,1,1,0
1,1,0,1,1,0
1,1,0,1,1,0
1,1,0,1,1,0
2,2,0,2,2,0
1,1,0,1,1,0
2,2,1,1,2,1
1,1,0,1,1,0
3,3,0,3,3,0
2,2,0,2,2,0
2,2,0,2,2,0
3,3,0,3,3,0
1,1,0,1,1,0
1,3,0,3,1,0
3,4,1,3,2,1
2,2,0,2,1,0
2,2,0,2,2,0
2,3,0,3,2,0
2,2,0,2,2,0
2,2,0,2,1,0
1,1,0,1,1,0
2,3,0,3,2,0
1,1,0,1,1,0
1,1,0,1,1,0
3,3,0,3,3,0
1,1,0,1,1,0
1,2,0,2,1,0
3,3,0,3,2,0
1,1,0,1,1,0
1,1,0,1,1,0
1,1,0,1,1,0
2,3,0,3,2,0
3,3,0,3,2,0
1,1,0,1,1,0
1,1,0,1,1,0
1,1,0,1,1,0
2,2,0,2,1,0
2,2,0,2,2,0
3,3,0,3,2,0
1,2,0,2,1,0
1,1,0,1,1,0
1,1,0,1,1,0
1,1,0,1,1,0
2,2,0,2,2,0
2,2,0,2,2,0
1,1,0,1,1,0
1,1,0,1,1,0
3,3,0,3,2,0
3,3,0,3,2,0
3,3,0,3,2,0
3,3,0,3,3,0
2,2,0,2,2,0
1,1,0,1,1,0
1,1,0,1,1,0
1,2,0,2,1,0
2,2,0,2,2,0
2,2,0,2,2,0
1,1,0,1,1,0
2,3,0,3,2,0
2,2,0,2,2,0
2,2,0,2,1,0
3,3,0,3,2,0
1,2,0,2,1,0
3,3,0,3,2,0
3,3,0,3,2,0
2,2,0,2,2,0
1,1,0,1,1,0
1,1,0,1,1,0
1,3,0,3,1,0
1,1,0,1,1,0
1,1,0,1,1,0
3,3,0,3,1,0
1,1,0,1,1,0
1,2,0,2,1,0
2,2,0,2,2,0
3,3,0,3,3,0
3,3,0,3,3,0
1,1,0,1,1,0
2,2,0,2,2,0
1,1,0,1,1,0
2,2,0,2,1,0
1,1,0,1,1,0
2,2,1,1,1,1
2,2,0,2,2,0
1,1,0,1,1,0
1,1,0,1,1,0
3,3,0,3,3,0
2,2,0,2,1,0
2,2,0,2,2,0
2,2,0,2,2,0
2,2,0,2,2,0
1,1,0,1,1,0
3,3,0,3,3,0
1,1,0,1,1,0
1,1,0,1,1,0
2,2,0,2,2,0
1,1,0,1,1,0
1,1,0,1,1,0
1,1,0,1,1,0
1,1,0,1,1,0
1,1,0,1,1,0
1,1,0,1,1,0
1,1,0,1,1,0
1,1,0,1,1,0
2,2,0,2,1,0
1,1,0,1,1,0
1,3,0,3,1,0
1,1,0,1,1,0
2,2,0,2,1,0
1,1,0,1,1,0
2,2,0,2,1,0
1,1,0,1,1,0
1,1,0,1,1,0
2,2,0,2,2,0
2,2,0,2,2,0
